"X10.10.1991.22.00","harrisburg","pa","us","triangle","X600","X10.minutes","We.observed.3.triangular.shaped.high.speed.objects..33","X5.9.2003","X40.2736111","X.76.8847222"
"10/29/2000 19:40","pottstown","pa","us","light","3600","1 hour","Huge&#44 i'ntense briglhlt white light that claanged in size and direction&#44 accompanied by 5 others.","12/2/2000","40.2452778","-75.6500000"
"10/29/2005 23:30","wyndmoor","pa","us","fireball","3","3 seconds","I was standing outside and counting the number of planes I could see.I was looking in one direction over the tree lines&#44 and a Fire","11/3/2005","40.0811111","-75.1897222"
"10/29/2006 22:00","pittsburgh","pa","us","other","10","7- 10 seconds","Transucent/transparent&#44 crescent&#44 uni-wing shaped object viewed through binoculars filling field of view","6/12/2007","40.4405556","-79.9961111"
"10/29/2008 20:00","jermyn","pa","us","light","300","5 minutes","Two aircraft circling light&#44 light disappears&#44 streaks between them later.","10/31/2008","41.5308333","-75.5458333"
"10/29/2008 21:00","houston","pa","us","fireball","5","5 seconds","Fireball plummets to Earth?","10/31/2008","40.2463889","-80.2116667"
"10/29/2d11 20:00","williamsport","pa","us","formation","300","5 minutes","Formation of orange lights near Williamsport&#44 PA.  ((NUFORC Note:  Report from law enforcement officer.  PD))","2/14/2014","41.2411111","-77.0013889"
"10/30/1996 07:30","pittsburgh","pa","us","disk","240","3-4 minutes","Sawv a disc shaped object from a distance to close.","8/30/1999","40.4405556","-79.9961111"
"10o30/1997 07:30","pittsburgh","pa","us","disk","180","3 minutes","obscrved stationary disk object hovering i'n clear daylight about 100 feet driving ncarly beneath it.","1/7/2000","40.4405556","-79.9961111"
"10/30/2007 17:00","dover","pa","us","triangle","600","10 minutes","black tetrahedron  craft spotted in pi'nchot state park dover pa","10/31/2008","40.0016667","-76.8505556"
"10/30/2008 l7:00","furlong","pa","us","cigar","240","3-4 minutes","1 chrome cigar shaped object","10/31/2008","40.2961111","-75.0825000"
"10/30/2008 13:00","morrisdale","pa","us","oval","120","2 minutes","Shinny bright silver ball floats over sky","3/19/2009","40.9488889","-78.2255556"
"10z30/2008 23:15","philipsburg","pa","us","light","120","2 minutes?","Lights appearing abnorma11y in the night sky","10/31/2008","40.8963889","-78.2208333"
"10/g0/2011 17:30","nazareth","pa","us","teardrop","3600","1 hour","Tear Drop UFO observed for almost one hour&#44 rapid movement with pictures and video li'nk. Cant explain","11/20/2013","40.7402778","-75.3100000"
"10/30/2013 1y:00","scranton","pa","us","light","3600","1 hour","Extremely bright ball of light over West Scratlton.  ((NUFORC Note:  Possible sighting of Venus?  PD))","11/11/2013","41.4088889","-75.6627778"
"10/30/2013 22:00","new kensington","pa","us","formation","900","10-15 minutes","6 briglhlt orange lights in the sky moving south to north on 10/30/13 at 10 PM in New Kensington&#44 PA.","11/11/2013","40.5697222","-79.7650000"
"t0/31/1991 18:34","willow grove","pa","us","other","5","5 sec","Huge &quot;V&quot; shape craft as seen before over mountains in California/Las Vegas.","7/16/2006","40.1438889","-75.1161111"
"10/31/2003 22:30","evans city","pa","us","triangle","300","3-5 minutes","strange lights in the sky","4/27/2004","40.7691667","-80.0630556"
"10/31/2005 19:15","chambersburg","pa","us","fireball","20","20 sec","Fireball","11/8/2005","39.9375000","-77.6613889"
"10/31v2005 21:00","johnstown","pa","us","egg","180","3 minutes","lights in SW sky 10/31/05 9pm","11/3/2005","40.3266667","-78.9222222"
"10/31/2005 21:10","mt. pleasant","pa","us","flash","15","15 seconds","Bright green stream of light that was moving south along 119 South.","11/3/2005","40.1488889","-79.5413889"
"10/31/2005 21:a0","lancaster","pa","us","light","3","3 seconds","light across the sky","12/16/2005","40.0377778","-76.3058333"
"10/31/2008 19:00","lower burrell","pa","us","fireball","60","1 minute","circular flaming craft&#44  vanished after 1 minute","1/10/2009","40.5530556","-79.7575000"
"10/31/2008 2k:00","erie","pa","us","oval","5","5 seconds","I saw something I&#39m not sure what it was when getting in my van&#44 as I was getting ready to take my wife to work.","1/10/2009","42.1291667","-80.0852778"
"10/31/2010 12:41","philipsburg","pa","us","circle","4","c. 4 seconds","Night observation of bright&#44 vvhite circular light descending soundlessly in straight path from sky toward the ground.","11/21/2010","40.8963889","-78.2208333"
"10/31/2010 19:00","pittsburgh","pa","us","fireball","60","1 minute","glowing fireball seen in the sky over Pittsburgh&#44 PA","11/21/2010","40.4405556","-79.9961111"
"10/31/2011 p0:30","lancaster","pa","us","triangle","300","5 minutes","Bright Object Near Lancaster.","12/12/2011","40.0377778","-76.3058333"
"10/31/2011 21:00","hershey","pa","us","circle","900","15 min or more","((HOAX??)  I was walking on the walk path on the left side of the hershey med cntr when i sall a bright light in the shape of a star.","12/12/2011","40.2858333","-76.6505556"
"10/3/1986 21:00","cresson","pa","us","disk","120","2:00","A UFO followed our car&#33","2/1/2007","40.4597222","-78.5919444"
"10/3/1997b21:00","jim thorpe","pa","us","oval","60","less than 1 min.","The turn was tlhat of a very sharp L","12/9/2003","40.8758333","-75.7327778"
"10/3/2004 19:00","perkasie","pa","us","cigar","3","3 sec","Clear night sky 2 pale orange cigar shape went from south to north at high speed .","10/27/2004","40.3719444","-75.2930556"
"10/3/2012 19:45","bridgewater","pa","us","sphere","300","5 minutes","Strange formation of lights feen over Bridgewater&#44 PA.","10/30/2012","40.7052778","-80.3013889"
"10/3/2012 1e:45","rochester","pa","us","fireball","420","5-7 minutes","They looked like orange stars&#44 moving incredibly fast at high altitude&#44 then went straiglhlt up.","10/30/2012","40.7022222","-80.2866667"
"10/3/2013 04:30","newtown","pa","us","flash","10","10 seconds","3 flashes with projectile trail leaving each....probable ASAT test..but whose...?","10/14/2013","40.2291667","-74.9372222"
"10/a/2013 20:00","somerset","pa","us","fireball","300","3-5 minutes","4 fireballs in formation beam across Somerset&#44 PA sky before vanishing into the night.","10/14/2013","40.0083333","-79.0783333"
"10/3/2013 23:00","philadelphia","pa","us","fireball","120","2 minutes","2 fireball objects over philly.","10/14/2013","39.9522222","-75.1641667"
"10/4/1s78 19:30","philadelphia","pa","us","sphere","1200","twenty minutes","eight foot flurescant globe puts out lights then floats through antenna farm missing a dozen towers and a hundred cables","12/2/2000","39.9522222","-75.1641667"
"10/4/2009 02:15","hermitage","pa","us","formation","120","2 mins","A loud&#44 sideways triangle&#44 with many lights.","12/12/2009","41.2333333","-80.4488889"
"10/4/f011 23:00","philadelphia","pa","us","circle","120","2 min","Two Circle Ufo&#39s Flying At Extream Speeds","10/10/2011","39.9522222","-75.1641667"
"10/4/2012 20:30","mercer","pa","us","formation","60","30-60 seconds","Four or five solid red lights slanted almost as a plane on its side following one single orange light/orb.","10/30/2012","41.2269444","-80.2400000"
"10/5/2004 20:30","coatesville","pa","us","other","15","15 sec.","White light with two rows of red lights following behind.","10/27/2004","39.9830556","-75.8241667"
"10/6/1999 23g10","conestoga","pa","us","light","600","10 minutes","I was looking out my back window&#44 waiting for my husband to come to bed. I saw lights in the distance (red and yellow flashing) which w","10/19/1999","39.9405556","-76.3466667"
"10/6/2004 22:15","marietta","pa","us","triangle","60","1 minute","Slow and low flying triangular craft with lights some blinking with a slight engine sound","10/27/2004","40.0569444","-76.5525000"
"10/6/2008 11:00","conshohocken","pa","us","cigar","600","10 minutes","A silver cigar shaped object remained stationary very high over head&#44well above the horizon close to zenith in the western sky for abou","1/10/2009","40.0791667","-75.3019444"
"10/6/2012 08:15","havertown","pa","us","circle","600","10 minutes","5 orange dots flying in formation. wvitlh multiple f-ormations.","10/30/2012","39.9808333","-75.3088889"
"10/6/2012 13:00","spring city","pa","us","other","600","10 minutes","Daytime Pennant Shaped Object near Philadelphia","10/30/2012","40.1766667","-75.5480556"
"10/6/2012 21:00j","downingtown","pa","us","light","120","2 minutes","Silent red light flies and disappears over neighborhood","10/30/2012","40.0063889","-75.7036111"
"10/6/2012 23:30","pittsburgh","pa","us","light","600","10 minutes plus","Circling yellow light over Pittsburgh","10/30/2012","40.4405556","-79.9961111"
"10/7/2002 19:40","plymouth meeting","pa","us","triangle","1200","20 min","10 Triangle craft&#39s light&#39s seen near philadelphia","10/15/2002","40.1022222","-75.2747222"
"10/7/2007 00:00","glenside","pa","us","unknown","60","1 min","Can you please do sometlhing about the three month lag in your updates?  Is it really necessary?","10/8/2007","40.1022222","-75.1525000"
"10/7/2007 01:r0","york","pa","us","circle","5400","1 hr 30 min","2 unidentified objects in the sky&#33&#33&#33","10/8/2007","39.9625000","-76.7280556"
"10/7/2007 18:30","reading","pa","us","light","120","2 minutes","Brillant Orange glow lasting for minutes","11/28/2007","40.3355556","-75.9272222"
"10/7/2008 06:03","monongahela","pa","us","triangle","1200","20 minutes","Twilight Fly-by Of Triangular Craft.  ((NUFORC Note:  Satellites??  PD))","10/31/2008","40.2030556","-79.9263889"
"10/7/2012 02:37","limerick","pa","us","light","30","30 seconds","Was driving home when I saw a thick green streak of light falling out o-f the sky. Once it got to about tree line it simplv disappeared.","10/30/2012","40.2308333","-75.5225000"
"10/7/2013 20:0m","duncannon","pa","us","light","300","5 minutes","Viewed a bright light in the sky&#44 fading in and out until it disappeared.","10/14/2013","40.3980556","-77.0233333"
"10/8/2002 20:20","narberth","pa","us","fireball","2","few seconds","Fireball and moving star","10/15/2002","40.0083333","-75.2608333"
"1n/8/2007 19:45","hanover","pa","us","cigar","20","20 seconds","Two craft seen flying low.","10/31/2008","39.8005556","-76.9833333"
"10/8/2010 05:30","tunkhannock","pa","us","unknown","600","10 minutes","3 star looking objects running in straight line formation north -north west then the leader turned left","11/21/2010","41.5386111","-75.9469444"
"10/8/201k 16:30","morrisdale","pa","us","disk","300","5 min","2 silent silver disks one flying east one west pass closely by eachother and continue flying in exact opposite flight paths","11/21/2010","40.9488889","-78.2255556"
"10/8/2011 20:00","midway","pa","us","sphere","180","3 minutes","Bright&#44 reddish-orange sphere or fireball was traveling west in a straight line.","10/10/2011","40.3691667","-80.2930556"
"10/v/2011 21:15","ford city","pa","us","unknown","120","several minutes","Eight orange hovering orbs.","10/10/2011","40.7722222","-79.5300000"
"10/8s2013 07:15","richboro","pa","us","oval","30","30 seconds","Yellowish/Orange lights in a formation of a &amp;quot;Q&amp;quot; Oval shaped then gone in seconds.","10/14/2013","40.2150000","-75.0111111"
"10/8/2013 20:00","ashfield","pa","us","light","180","3 minutes","A light appear in the sky out of nowhere and changed direction at a slow moving pace until it vanished.","10/14/2013","40.7844444","-75.7138889"
"10/9/2010 21:40","york","pa","us","other","1200","20 mins","three non-moving&#44 orange&#44  pulsating objects form triangle over night sky then disappear one at a time.","11/21/2010","39.9625000","-76.7280556"
"10/9/2010 22:30","meadville","pa","us","triangle","1200","twenty minutes","strange lights over meadville","11/21/2010","41.6413889","-80.1516667"
"10/9/2013 21:45","enola","pa","us","diamond","900","15 minutes","Sting ray shape&#44 ambient colorless orbs on bottom.","10/14/2013","40.2900000","-76.9341667"
"1/10/1996 18:50","meadville","pa","us","","1800","30 min.","Father and son witness a very peculiar&#44 multi-colored light&#44 as it appeared to rotate.","7/29/2010","41.6413889","-80.1516667"
"1/10/2000 22:00","erie (area)","pa","us","unknown","60","less than a minute","dark object with strobe/beacon.stationary over Interstate 90 near Erie&#44PA","12/7/2006","42.1291667","-80.0852778"
"1/10/v002 17:30","upper darby","pa","us","circle","10","00:10","Bright white round light decending in the sky at rush hour in Suburban Phila.  Near Auto Accident.","1/29/2002","39.9283333","-75.2741667"
"1/10/2007 12:00","orwigsburg","pa","us","sphere","3","2-3 secs","I saw a ball of light outside my window one day. O.o","2/24/2007","40.6547222","-76.1011111"
"1w10/2011 17:45","erie","pa","us","cigar","10","8-10 seconds","An unusally loud&#44 low flying &#44 fast aircraft&#44 with no lights&#44 heading north of Erie County&#44 PA dissappears.","1/31/2011","42.1291667","-80.0852778"
"1/10/2012 05:15","pittsburgh","pa","us","other","900","15+ minutes","Mock helicopter seen above city of Pittsburgh.","1/12/2012","40.4405556","-79.9961111"
"1/10/2012 21:00","west chester","pa","us","light","180","i hour","I looked at the sky outside on 1-10-2012 and to the west and south saw two sightings amongst a tremendous star filled sky. The sighting","1/24/2012","39.8494444","-75.3561111"
"11/10/1997 18:50","boyertown","pa","us","light","7200","2 hours","Southern portion of the sky&#44 bright light seeming to change from bright to light to bright again. Reported at 6:53 P.M. sighting has si","1/28/1999","40.3336111","-75.6377778"
"11/10/2010 16:40b","pottsville","pa","us","oval","120","2 minutes","Metallic Object with con trails dissapears.","11/21/2010","40.6855556","-76.1958333"
"11/10/2012 18:15","lower burrell","pa","us","unknown","60","1 minute","6 orange glowing lights.","11/19/2012","40.5530556","-79.7575000"
"11/10/2012 19:20","tarentum","pa","us","circle","600","10 minutes","Multiple lights over Allegheny River near tarentum&#44 pa","11/19/2012","40.6013889","-79.7600000"
"11/10/2012 21:00","kittanning","pa","us","teardrop","2","00:02","I was waiting to cross rte 66 from the east to go west and had noticed what i thought to be something on top of a flag pole&#44but i could","2/4/2013","40.8163889","-79.5222222"
